Category Code|Category Name|Product Name|Package Size|Unit Size|UPC/ PLU|Check Digit|Vendor ID|Vendor Description
3100|Cold Dispensed Beverages|FOUNTAIN CUP PEPSI 32OZ|1||4511485808|||
3100|Cold Dispensed Beverages|REFILL - 45OZ - 64OZ|1||4|||
3100|Cold Dispensed Beverages|FOUNTAIN - LRG 44OZ|||1009|||
3100|Cold Dispensed Beverages|FOUNTAIN - LRG 44OZ|||3202091909|||
3100|Cold Dispensed Beverages|FOUNTAIN - MED 32OZ|||1007|||
3100|Cold Dispensed Beverages|FOUNTAIN - MED 32OZ|||3202008400|||
3100|Cold Dispensed Beverages|FOUNTAIN - REFILL - LARGE 45-64 OZ|||1054|||
3100|Cold Dispensed Beverages|FOUNTAIN - REFILL - MED 33-44 OZ|||1052|||
3100|Cold Dispensed Beverages|FOUNTAIN - REFILL - SMALL 20-32 OZ|||1051|||
3100|Cold Dispensed Beverages|FOUNTAIN - SMALL 24OZ|||1005|||
3100|Cold Dispensed Beverages|FOUNTAIN - SMALL 24OZ|||3202013600|||
200|Cigarettes|24/7 GOLD 100 CT|10||68514191307|||
200|Cigarettes|24/7 GOLD 100|||68514191007|||
200|Cigarettes|24/7 GOLD KING CT|10||68514191304|||
200|Cigarettes|24/7 GOLD KING|||68514191004|||
200|Cigarettes|24/7 MENTHOL 100 CT|10||68514191315|||
200|Cigarettes|24/7 MENTHOL 100|||68514191015|||
200|Cigarettes|24/7 MENTHOL GOLD 100 CT|10||68514191319|||
200|Cigarettes|24/7 MENTHOL GOLD 100|||68514191019|||
200|Cigarettes|24/7 MENTHOL KING CT|10||68514191312|||
200|Cigarettes|24/7 MENTHOL KING|||68514191012|||
200|Cigarettes|24/7 RED 100 CT|10||68514191303|||
200|Cigarettes|24/7 RED 100|||68514191003|||
200|Cigarettes|24/7 RED KING CT|10||68514191300|||
200|Cigarettes|24/7 RED KING|||68514191000|||
200|Cigarettes|24/7 SILVER 100 CT|10||68514191311|||
200|Cigarettes|24/7 SILVER 100|||68514191011|||
200|Cigarettes|BASIC 100 BX|1||2820030402|||
200|Cigarettes|BASIC 100 CT|10||2820030401|||
200|Cigarettes|BASIC BLUE 100 BX|1||2820030362|||
200|Cigarettes|BASIC BLUE 100 CT|10||2820030361|||
200|Cigarettes|BASIC BLUE CT|10||2820030501|||
200|Cigarettes|BASIC BLUE KS BX|1||2820030502|||
200|Cigarettes|BASIC GOLD 100 BX|1||2820030462|||
200|Cigarettes|BASIC GOLD 100 CT|10||2820030461|||
200|Cigarettes|BASIC GOLD BX|1||2820030432|||
200|Cigarettes|BASIC GOLD CT|10||2820030431|||
200|Cigarettes|BASIC KING CT|10||2820030371|||
200|Cigarettes|BASIC KS BX|1||2820030372|||
200|Cigarettes|BASIC MTHL GOLD 100 BX|1||2820030452|||
200|Cigarettes|BASIC MTHL GOLD BX CT|10||2820030421|||
200|Cigarettes|BASIC MTHL GOLD BX|1||2820030422|||
200|Cigarettes|BASIC MTHL SILVER 100 BX|1||2820030482|||
200|Cigarettes|BASIC MTHL SILVER 100 CT|10||2820030481|||
200|Cigarettes|BASIC MTHL SILVER BX|1||2820030512|||
200|Cigarettes|BASIC MTHL SILVER CT|10||2820030511|||
200|Cigarettes|BENSON & HEDGES DELUXE 100 BX|||2820000729|||
200|Cigarettes|BENSON & HEDGES LUXURY MTHL100|1||2820000728|||
200|Cigarettes|BENSON & HEDGES MENTHOL 100 BX|1||2820000723|||
200|Cigarettes|BERLEY BLUE 100 CT|10||68514121329|||
200|Cigarettes|BERLEY BLUE 100|||68514121029|||
200|Cigarettes|BERLEY BLUE KING CT|10||68514121317|||
200|Cigarettes|BERLEY BLUE KING|||68514121017|||
200|Cigarettes|BERLEY GOLD 100 CT|10||68514121328|||
200|Cigarettes|BERLEY GOLD 100|||68514121028|||
200|Cigarettes|BERLEY GOLD KING CT|10||68514121314|||
200|Cigarettes|BERLEY GOLD KING|||68514121014|||
200|Cigarettes|BERLEY MENTHOL 100 CT|10||68514121330|||
200|Cigarettes|BERLEY MENTHOL 100|||68514121030|||
200|Cigarettes|BERLEY MENTHOL GOLD 100 CT|10||68514121331|||
200|Cigarettes|BERLEY MENTHOL GOLD 100|||68514121031|||
200|Cigarettes|BERLEY MENTHOL GOLD KING CT|10||68514121323|||
200|Cigarettes|BERLEY MENTHOL GOLD KING|1||68514121023|||
200|Cigarettes|BERLEY MENTHOL KING CT|10||68514121320|||
200|Cigarettes|BERLEY MENTHOL KING|||68514121020|||
200|Cigarettes|BERLEY NON FILTER KING SP CT|10||68514121326|||
200|Cigarettes|BERLEY NON FILTER KING SP|1||68514121026|||
200|Cigarettes|BERLEY RED 100 CT|10||68514121327|||
200|Cigarettes|BERLEY RED 100|||68514121027|||
200|Cigarettes|BERLEY RED KING CT|10||68514121311|||
200|Cigarettes|BERLEY RED KING|||68514121011|||
200|Cigarettes|CAMEL BLUE 85 $.25 OFF CT|10||1230010811|||
200|Cigarettes|CAMEL BLUE 85 $.25 OFF|1||1230010810|||
200|Cigarettes|CAMEL BLUE 85 $.50 OFF CT|10||1230050975|||
200|Cigarettes|CAMEL BLUE 85 $.50 OFF|1||1230050974|||
200|Cigarettes|CAMEL BLUE 85 BOX|||1230000007|||
200|Cigarettes|CAMEL BLUE 85 SOFT PACK|||1230000004|||
200|Cigarettes|CAMEL BLUE 99 $.25 OFF CT|10||1230010793|||
200|Cigarettes|CAMEL BLUE 99 $.25 OFF|1||1230010792|||
200|Cigarettes|CAMEL BLUE 99 $.50 OFF CT|10||1230050969|||
200|Cigarettes|CAMEL BLUE 99 $.50 OFF|1||1230050968|||
200|Cigarettes|CAMEL BLUE 99 $1 OFF|1||1230051026|||
200|Cigarettes|CAMEL BLUE 99 $1.00 OFF CT|10||1230051027|||
200|Cigarettes|CAMEL BLUE 99 CT|10||1230026013|||
200|Cigarettes|CAMEL BLUE 99|||1230020060|||
200|Cigarettes|CAMEL BLUE BOX $1 OFF CT|10||1230051033|||
200|Cigarettes|CAMEL BLUE BOX $1 OFF|1||1230051032|||
200|Cigarettes|CAMEL BLUE KING CT|10||1230010713|||
200|Cigarettes|CAMEL CLASSIC BLUE KING SP CT|10||1230010413|||
200|Cigarettes|CAMEL CLASSIC FILTER KING SP CT|10||1230010213|||
200|Cigarettes|CAMEL CLASSIC GOLD $.50 OFF CT|10||1230091172|||
200|Cigarettes|CAMEL CLASSIC GOLD $.50 OFF|||1230091171|||
200|Cigarettes|CAMEL CLASSIC GOLD 85 BOX|||1230091159|||
200|Cigarettes|CAMEL CLASSIC GOLD 99 $.50 OFF CT|10||1230091166|||
200|Cigarettes|CAMEL CLASSIC GOLD 99 $.50 OFF|||1230091165|||
200|Cigarettes|CAMEL CLASSIC GOLD 99 BOX CT|10||1230091163|||
200|Cigarettes|CAMEL CLASSIC GOLD 99 BOX|||1230091162|||
200|Cigarettes|CAMEL CLASSIC GOLD KING BOX CT|10||1230091160|||
200|Cigarettes|CAMEL CLASSIC WIDE BLUE CT|10||1230070813|||
200|Cigarettes|CAMEL CLASSIC WIDE FILTER 85 CT|10||1230070713|||
200|Cigarettes|CAMEL CLASSIC WIDE MENTHOL CT|10||1230034079|||
200|Cigarettes|CAMEL CLASSIC WIDE MTHL SILVER CT|10||1230034084|||
200|Cigarettes|CAMEL CRUSH 85 $.25 OFF|1||1230010572|||
200|Cigarettes|CAMEL CRUSH 85 $.25 OFF|10||1230010573|||
200|Cigarettes|CAMEL CRUSH 85 $.50 OFF CT|10||1230050273|||
200|Cigarettes|CAMEL CRUSH 85 $.50 OFF|1||1230050274|||
200|Cigarettes|CAMEL CRUSH 85 BOX|||1230019741|||
200|Cigarettes|CAMEL CRUSH BOX $1 OFF CT|10||1230091261|||
200|Cigarettes|CAMEL CRUSH BOX $1 OFF|1||1230091260|||
200|Cigarettes|CAMEL CRUSH KING CT|10||1230019740|||
200|Cigarettes|CAMEL CRUSH MENTHOL 85 BOX|||1230000093|||
200|Cigarettes|CAMEL CRUSH MENTHOL KING CT|10||1230019313|||
200|Cigarettes|CAMEL CRUSH MENTHOL SILVER KING CT|10||1230019413|||
200|Cigarettes|CAMEL CRUSH MTHL $1.00 OFF CT|10||1230050990|||
200|Cigarettes|CAMEL CRUSH MTHL 85 $.25 OFF CT|10||1230010576|||
200|Cigarettes|CAMEL CRUSH MTHL 85 $.25 OFF|1||1230010575|||
200|Cigarettes|CAMEL CRUSH MTHL 85 $.50 OFF CT|10||1230050279|||
200|Cigarettes|CAMEL CRUSH MTHL 85 $.50 OFF|||1230050280|||
200|Cigarettes|CAMEL CRUSH MTHL BX $1 OFF|||1230050989|||
200|Cigarettes|CAMEL CRUSH MTHL SILVER $.50 OFF|1||1230050283|||
200|Cigarettes|CAMEL CRUSH MTHL SILVER 85 BOX|||1230000094|||
200|Cigarettes|CAMEL CRUSH MTHL SLVR $.25 OFF CT|10||1230010579|||
200|Cigarettes|CAMEL CRUSH MTHL SLVR $1.00 OFF CT|10||1230050993|||
200|Cigarettes|CAMEL CRUSH MTHL SLVR 85 $.25 OFF|1||1230010578|||
200|Cigarettes|CAMEL CRUSH MTHL SLVR BX $1 OFF|||1230050992|||
200|Cigarettes|CAMEL CRUSH RICH $.50 OFF CT|10||1230010878|||
200|Cigarettes|CAMEL CRUSH RICH $1 OFF CT|10||1230010881|||
200|Cigarettes|CAMEL CRUSH RICH BX $.50 OFF|1||1230010877|||
200|Cigarettes|CAMEL CRUSH RICH BX $1 OFF|1||1230010880|||
200|Cigarettes|CAMEL CRUSH RICH BX CT|10||1230010875|||
200|Cigarettes|CAMEL CRUSH RICH BX|||1230010874|||
200|Cigarettes|CAMEL CRUSH SLVR MTHL $.50 OFF CT|10||1230050282|||
200|Cigarettes|CAMEL CRUSH SMOOTH MENTHOL CT|10||1230011981|||
200|Cigarettes|CAMEL CRUSH SMOOTH MTHL BX|||1230011980|||
200|Cigarettes|CAMEL CRUSH SMOOTH MTHL SLVR CT|10||1230011990|||
200|Cigarettes|CAMEL CRUSH SMOOTH SLVR MTHL BX|||1230011989|||
200|Cigarettes|CAMEL CRUSH SMTH MTH SLV $1 OFF CT|10||1230011996|||
200|Cigarettes|CAMEL CRUSH SMTH MTH SLVR $.50 OFF|1||1230011992|||
200|Cigarettes|CAMEL CRUSH SMTH MTHL $.50 OFF CT|10||1230011984|||
200|Cigarettes|CAMEL CRUSH SMTH MTHL $1 OFF CT|10||1230011986|||
200|Cigarettes|CAMEL CRUSH SMTH MTHL $1 OFF CT|10||1230011987|||
200|Cigarettes|CAMEL CRUSH SMTH MTHL BX $.50 OFF|||1230011983|||
200|Cigarettes|CAMEL CRUSH SMTH MTHL SLVR $1 OFF|1||1230011995|||
200|Cigarettes|CAMEL CRUSH SMTH SLV M $.50 OFF CT|10||1230011993|||
200|Cigarettes|CAMEL FILTER 85 $.25 OFF CT|10||1230010808|||
200|Cigarettes|CAMEL FILTER 85 $.25 OFF|||1230010807|||
200|Cigarettes|CAMEL FILTER 85 $.50 OFF CT|10||1230050972|||
200|Cigarettes|CAMEL FILTER 85 $.50 OFF|||1230050971|||
200|Cigarettes|CAMEL FILTER 85 BOX|||1230000003|||
200|Cigarettes|CAMEL FILTER 99 $.25 OFF CT|10||1230010790|||
200|Cigarettes|CAMEL FILTER 99 $.25 OFF|||1230010789|||
200|Cigarettes|CAMEL FILTER 99 $.50 OFF|1||1230050965|||
200|Cigarettes|CAMEL FILTER 99 $1 OFF|1||1230051023|||
200|Cigarettes|CAMEL FILTER 99 $1.00 OFF CT|10||1230051024|||
200|Cigarettes|CAMEL FILTER 99 CT|10||1230025913|||
200|Cigarettes|CAMEL FILTER 99|||1230020059|||
200|Cigarettes|CAMEL FILTER BOX $1 OFF CT|10||1230051030|||
200|Cigarettes|CAMEL FILTER BOX $1 OFF|||1230051029|||
200|Cigarettes|CAMEL FILTER KING CT|10||1230010313|||
200|Cigarettes|CAMEL FILTERS 99 $.50 OFF CT|10||1230050966|||
200|Cigarettes|CAMEL GOLD 85 BOX|||1230084400|||
200|Cigarettes|CAMEL GOLD KING CT|10||1230084401|||
200|Cigarettes|CAMEL JADE 85 BOX|||1230084427|||
200|Cigarettes|CAMEL JADE KING CT|10||1230084428|||
200|Cigarettes|CAMEL JADE SILVER 85 BOX|||1230084435|||
200|Cigarettes|CAMEL JADE SILVER KING $.50 OFF|||1230084438|||
200|Cigarettes|CAMEL JADE SILVER KING CT|10||1230084436|||
200|Cigarettes|CAMEL NO. 9 SMOOTH BX|||1230035691|||
200|Cigarettes|CAMEL NO. 9 SMOOTH CT|10||1230035692|||
200|Cigarettes|CAMEL NO. 9 SMOOTH MTHL BX|||1230035694|||
200|Cigarettes|CAMEL PLATINUM 85 CT|10||1230021513|||
200|Cigarettes|CAMEL REGULAR NON FILTER|||1230000001|||
200|Cigarettes|CAMEL REGULAR NON-FILTER CT|10||1230010113|||
200|Cigarettes|CAMEL ROYAL 85 BOX|||1230084391|||
200|Cigarettes|CAMEL ROYAL KING CT|10||1230084392|||
200|Cigarettes|CAMEL ROYAL RED 85 CT $.50 OFF CT|10||1230084394|||
200|Cigarettes|CAMEL ROYAL RED 85 CT $.50 OFF CT|10||1230084395|||
200|Cigarettes|CAMEL SILVER 85 $ .50 OFF CT|10||1230084422|||
200|Cigarettes|CAMEL SILVER 85 $ .50 OFF CT|10||1230084423|||
200|Cigarettes|CAMEL SILVER 85 BOX|||1230084417|||
200|Cigarettes|CAMEL SILVER KING CT|10||1230084418|||
200|Cigarettes|CAMEL TURKISH GOLD KING CT|10||1230026571|||
200|Cigarettes|CAMEL TURKISH ROYAL KING CT|10||1230030289|||
200|Cigarettes|CAMEL TURKISH ROYAL KING|||1230030288|||
200|Cigarettes|CAMEL TURKISH SILVER KING CT|10||1230032791|||
200|Cigarettes|CAMEL TURKISH SILVER KING|||1230032790|||
200|Cigarettes|CAMEL WIDE BLUE|||1230070899|||
200|Cigarettes|CAMEL WIDE FILTER|||1230070799|||
200|Cigarettes|CAMEL WIDE MENTHOL SILVER|||1230034083|||
200|Cigarettes|CAMEL WIDE MENTHOL|||1230034078|||
200|Cigarettes|CAPRI MAGENTA SS 100 CT|10||2720001163|||
200|Cigarettes|CAPRI MAGENTA SS 100 BX|||2720000238|||
200|Cigarettes|CAPRI MAGENTA SS 120 BX|||2720000216|||
200|Cigarettes|CAPRI MAGENTA SS 120 CT|10||2720001116|||
200|Cigarettes|CAPRI MTHL INDIGO SS 100 BX|1||2720000239|||
200|Cigarettes|CAPRI MTHL INDIGO SS 100 CT|10||2720020702|||
200|Cigarettes|CAPRI MTHL INDIGO SS 120 BX|||2720000217|||
200|Cigarettes|CAPRI MTHL INDIGO SS 120 CT|10||2720001117|||
200|Cigarettes|CAPRI MTHL JADE SS 100 BX|1||2720000661|||
200|Cigarettes|CAPRI VIOLET SS 100 BX|||2720000660|||
200|Cigarettes|CAPRI VIOLET SS 100 CT|10||2720020704|||
200|Cigarettes|CARLTON RED 100 BX CT|10||4330002068|||
200|Cigarettes|CARLTON RED 100 BX|||4330000035|||
200|Cigarettes|CARLTON RED BOX|||4330000086|||
200|Cigarettes|CHESTERFIELD BLUE 100 BOX|||2820033082|||
200|Cigarettes|CHESTERFIELD BLUE 100 CT|10||2820033081|||
200|Cigarettes|CHESTERFIELD BLUE KING BOX|||2820033072|||
200|Cigarettes|CHESTERFIELD BLUE KING CT|10||2820033071|||
200|Cigarettes|CHESTERFIELD MENTHOL 100 BOX|||2820033052|||
200|Cigarettes|CHESTERFIELD MENTHOL 100 CT|10||2820033051|||
200|Cigarettes|CHESTERFIELD MENTHOL KING BOX|||2820033042|||
200|Cigarettes|CHESTERFIELD MENTHOL KING CT|10||2820033041|||
200|Cigarettes|CHESTERFIELD RED 100 BOX|||2820033032|||
200|Cigarettes|CHESTERFIELD RED 100 CT|10||2820033031|||
200|Cigarettes|CHESTERFIELD RED CT|10||2820033021|||
200|Cigarettes|CHESTERFIELD RED KING BOX|||2820033022|||
200|Cigarettes|DORAL GOLD 100 BOX MEN|||1230000058|||
200|Cigarettes|DORAL RED 100 CT|10||1230022079|||
200|Cigarettes|DORAL SILVER BOX|||1230084499|||
200|Cigarettes|EAGLE 20 BLUE 100 CT|10||1100028708|||
200|Cigarettes|EAGLE 20 BLUE 100|||1100000287|||
200|Cigarettes|EAGLE 20 BLUE KING CT|10||1100028208|||
200|Cigarettes|EAGLE 20 BLUE KING|||1100000282|||
200|Cigarettes|EAGLE 20 MENTHOL GOLD 100 CT|10||1100029310|||
200|Cigarettes|EAGLE 20 MENTHOL GOLD 100|||1100000293|||
200|Cigarettes|EAGLE 20 MENTHOL GOLD KING CT|10||1100028608|||
200|Cigarettes|EAGLE 20 MENTHOL GOLD KING|||1100000173|||
200|Cigarettes|EAGLE 20 MENTHOL SILVER 100 CT|10||1100029410|||
200|Cigarettes|EAGLE 20 MENTHOL SILVER 100|||1100000294|||
200|Cigarettes|EAGLE 20 MENTHOL SILVER KING CT|10||1100028508|||
200|Cigarettes|EAGLE 20 MENTHOL SILVER KING|||1100000285|||
200|Cigarettes|EAGLE 20 NON FILTER KING CT|10||1100053208|||
200|Cigarettes|EAGLE 20 ORANGE 100 CT|10||1100029110|||
200|Cigarettes|EAGLE 20 ORANGE 100|||1100000291|||
200|Cigarettes|EAGLE 20 ORANGE KING CT|10||1100029010|||
200|Cigarettes|EAGLE 20 ORANGE KING|||1100000290|||
200|Cigarettes|EAGLE 20 RED 100 CT|10||1100028808|||
200|Cigarettes|EAGLE 20 RED 100|||1100000288|||
200|Cigarettes|EAGLE 20 RED KING CT|10||1100028308|||
200|Cigarettes|EAGLE 20 RED KING|||1100000283|||
200|Cigarettes|EDGEFIELD GOLD 100 CT|10||80228400463|||
200|Cigarettes|EDGEFIELD GOLD 100|||80228400462|||
200|Cigarettes|EDGEFIELD GOLD KING CT|10||80228400444|||
200|Cigarettes|EDGEFIELD GOLD KING|||80228400443|||
200|Cigarettes|EDGEFIELD MENTHOL 100|||80228400468|||
200|Cigarettes|EDGEFIELD MENTHOL GOLD 100 CT|10||80228400469|||
200|Cigarettes|EDGEFIELD MENTHOL GOLD KING CT|10||80228400453|||
200|Cigarettes|EDGEFIELD MENTHOL GOLD KING|||80228400452|||
200|Cigarettes|EDGEFIELD MENTHOL KING CT|10||80228400450|||
200|Cigarettes|EDGEFIELD MENTHOL KING|||80228400449|||
200|Cigarettes|EDGEFIELD MENTHOL SILVER 100 CT|10||80228400472|||
200|Cigarettes|EDGEFIELD MENTHOL SILVER 100|||80228400471|||
200|Cigarettes|EDGEFIELD NF CTN|10||80228400456|||
200|Cigarettes|EDGEFIELD NON-FILTER|||80228400455|||
200|Cigarettes|EDGEFIELD RED 100 CT|10||80228400460|||
200|Cigarettes|EDGEFIELD RED 100|||80228400458|||
200|Cigarettes|EDGEFIELD RED KING CT|10||80228400441|||
200|Cigarettes|EDGEFIELD RED KING|||80228400440|||
200|Cigarettes|EDGEFIELD SILVER 100 CT|10||80228400466|||
200|Cigarettes|EDGEFIELD SILVER 100|||80228400465|||
200|Cigarettes|EDGEFIELD SILVER KG|||80228400446|||
200|Cigarettes|GRAND PRIX BLUE 100|||1100000638|||
200|Cigarettes|GRAND PRIX BLUE KING|||1100000636|||
200|Cigarettes|GRAND PRIX MENTHOL GOLD 100|||1100000634|||
200|Cigarettes|GRAND PRIX MENTHOL GOLD KING|1||1100000633|||
200|Cigarettes|GRAND PRIX MENTHOL SILVER KING|1||1100000640|||
200|Cigarettes|GRAND PRIX ORANGE 100 BX|||1100000642|||
200|Cigarettes|GRAND PRIX ORANGE 100|1||1100000641|||
200|Cigarettes|GRAND PRIX RED 100|||1100000632|||
200|Cigarettes|GRAND PRIX RED KING|||1100000630|||
200|Cigarettes|KOOL BLUE 100 BX CT|10||9050010021|||
200|Cigarettes|KOOL BLUE 100 BX|||9050000087|||
200|Cigarettes|KOOL BLUE BX $.50 OFF|||9050001026|||
200|Cigarettes|KOOL BLUE BX $5 OFF CT|10||9050011025|||
200|Cigarettes|KOOL BLUE BX CT|10||9050010020|||
200|Cigarettes|KOOL BLUE BX|||9050000086|||
200|Cigarettes|KOOL MTHL 100 BX $.50 OFF|||9050001001|||
200|Cigarettes|KOOL MTHL 100 BX $1 OFF|||9050001064|||
200|Cigarettes|KOOL MTHL 100 BX $10 OFF CT|10||9050011063|||
200|Cigarettes|KOOL MTHL 100 BX CT $5 OFF|10||9050011001|||
200|Cigarettes|KOOL MTHL 100 BX CT|10||9050010019|||
200|Cigarettes|KOOL MTHL 100 BX|||9050000073|||
200|Cigarettes|KOOL MTHL BX $.50 OFF|||9050001000|||
200|Cigarettes|KOOL MTHL BX CT $5 OFF|10||9050011000|||
200|Cigarettes|KOOL MTHL BX CT|10||9050010017|||
200|Cigarettes|KOOL MTHL KS BX|||9050000071|||
200|Cigarettes|KOOL MTHL KS SOFT CT|10||9050010018|||
200|Cigarettes|KOOL MTHL KS SOFT|1||9050000072|||
200|Cigarettes|KOOL NM LUXE 100 BX $1 OFF|||9050001052|||
200|Cigarettes|KOOL NM LUXE 100 BX $10 OFF CT|10||9050011051|||
200|Cigarettes|KOOL NM LUXE 100 BX CT|10||9050010052|||
200|Cigarettes|KOOL NM LUXE 100 BX|||9050000024|||
200|Cigarettes|KOOL NM LUXE BX $1 OFF|||9050001051|||
200|Cigarettes|KOOL NM LUXE BX $10 OFF CT|10||9050011050|||
200|Cigarettes|KOOL NM LUXE GOLD 100 $1 OFF|||9050001054|||
200|Cigarettes|KOOL NM LUXE GOLD 100 $10 OFF CT|10||9050011053|||
200|Cigarettes|KOOL NM LUXE GOLD 100 BX CT|10||9050010054|||
200|Cigarettes|KOOL NM LUXE GOLD 100 BX|||9050000026|||
200|Cigarettes|KOOL NM LUXE GOLD BX $1 OFF|||9050001053|||
200|Cigarettes|KOOL NM LUXE GOLD BX $10 OFF CT|10||9050011052|||
200|Cigarettes|KOOL NM LUXE GOLD KS BX CT|10||9050010053|||
200|Cigarettes|KOOL NM LUXE GOLD KS BX|||9050000025|||
200|Cigarettes|KOOL NM LUXE KS BX CT|10||9050010051|||
200|Cigarettes|KOOL NM LUXE KS BX|||9050000021|||
200|Cigarettes|L&M $.50 OFF BOX|1||2820017904|||
200|Cigarettes|L&M BLUE 100 $.50 OFF BOX|||2820017907|||
200|Cigarettes|L&M BLUE 100 BOX|||2820031022|||
200|Cigarettes|L&M BLUE 100 CT|10||2820031021|||
200|Cigarettes|L&M BLUE 85 CT|10||2820031001|||
200|Cigarettes|L&M BLUE KING BOX|||2820031002|||
200|Cigarettes|L&M MENTHOL 100 $.50 OFF BOX|1||2820017909|||
200|Cigarettes|L&M MENTHOL 100 BOX|||2820031042|||
200|Cigarettes|L&M MENTHOL 100 CT|10||2820031041|||
200|Cigarettes|L&M MENTHOL 85 CT|10||2820031031|||
200|Cigarettes|L&M MENTHOL KING $.50 OFF BOX|1||2820017908|||
200|Cigarettes|L&M MENTHOL KING BOX|||2820031032|||
200|Cigarettes|L&M RED 100 BOX|||2820030992|||
200|Cigarettes|L&M RED 100 CT|10||2820030991|||
200|Cigarettes|L&M RED 85 CT|10||2820030981|||
200|Cigarettes|L&M RED KING BOX|||2820030982|||
200|Cigarettes|L&M TURKISH BLEND 100 BOX|||2820031402|||
200|Cigarettes|L&M TURKISH BLEND 100 CT|10||2820031401|||
200|Cigarettes|L&M TURKISH BLEND 85 CT|10||2820031391|||
200|Cigarettes|L&M TURKISH BLEND KING BOX|||2820031392|||
200|Cigarettes|LIGGETT SELECT MEN SILVER 100|1||1100000566|||
200|Cigarettes|LIGGETT SELECT ORANGE 100 BOX|1||1100000571|||
200|Cigarettes|LUCKY STRIKE 100 MENTHOL CT|10||4330018718|||
200|Cigarettes|LUCKY STRIKE 100 MENTHOL|||4330018717|||
200|Cigarettes|LUCKY STRIKE ACTIVATE BLUE CT|10||4330018760|||
200|Cigarettes|LUCKY STRIKE ACTIVATE BLUE|1||4330018759|||
200|Cigarettes|LUCKY STRIKE ACTIVATE GREEN CT|10||4330018751|||
200|Cigarettes|LUCKY STRIKE ACTIVATE GREEN|1||4330018750|||
200|Cigarettes|LUCKY STRIKE GOLD 100 $.50 OFF CT|10||4330010912|||
200|Cigarettes|LUCKY STRIKE GOLD 100 BX $.50 OFF|1||4330010911|||
200|Cigarettes|LUCKY STRIKE GOLD 100 BX $1 OFF CT|10||4330010915|||
200|Cigarettes|LUCKY STRIKE GOLD 100 BX $1 OFF|||4330010914|||
200|Cigarettes|LUCKY STRIKE GOLD 100 BX $1.50 CT|10||4330021118|||
200|Cigarettes|LUCKY STRIKE GOLD 100 BX $1.50 OFF|||4330021119|||
200|Cigarettes|LUCKY STRIKE GOLD 100 CT|10||4330010909|||
200|Cigarettes|LUCKY STRIKE GOLD 100|||4330010908|||
200|Cigarettes|LUCKY STRIKE GOLD 85 BX $1 OFF|||4330010905|||
200|Cigarettes|LUCKY STRIKE GOLD BOX $1 OFF CT|10||4330010906|||
200|Cigarettes|LUCKY STRIKE GOLD BOX $1.50 OFF CT|10||4330021115|||
200|Cigarettes|LUCKY STRIKE GOLD BOX $1.50 OFF|1||4330021116|||
200|Cigarettes|LUCKY STRIKE GOLD BX $.50 OFF CT|10||4330010903|||
200|Cigarettes|LUCKY STRIKE GOLD BX $.50 OFF|1||4330010902|||
200|Cigarettes|LUCKY STRIKE GOLD KING CT|10||4330010900|||
200|Cigarettes|LUCKY STRIKE GOLD KING|||4330010899|||
200|Cigarettes|LUCKY STRIKE KING MENTHOL CT|10||4330018715|||
200|Cigarettes|LUCKY STRIKE KING MENTHOL|||4330018714|||
200|Cigarettes|LUCKY STRIKE NON-FILTER CT|10||4330004518|||
200|Cigarettes|LUCKY STRIKE NON-FILTER|||4330000012|||
200|Cigarettes|LUCKY STRIKE RED 100 $.50 OFF CT|10||4330010930|||
200|Cigarettes|LUCKY STRIKE RED 100 BX $.50 OFF|1||4330010929|||
200|Cigarettes|LUCKY STRIKE RED 100 BX $1 OFF CT|10||4330010933|||
200|Cigarettes|LUCKY STRIKE RED 100 BX $1 OFF|||4330010932|||
200|Cigarettes|LUCKY STRIKE RED 100 BX $1.50 CT|10||4330021124|||
200|Cigarettes|LUCKY STRIKE RED 100 BX $1.50 OFF|||4330021125|||
200|Cigarettes|LUCKY STRIKE RED 100 CT|10||4330010927|||
200|Cigarettes|LUCKY STRIKE RED 100|||4330010926|||
200|Cigarettes|LUCKY STRIKE RED BX $.50 OFF CT|10||4330010921|||
200|Cigarettes|LUCKY STRIKE RED BX $.50 OFF|1||4330010920|||
200|Cigarettes|LUCKY STRIKE RED BX $1 OFF CT|10||4330010924|||
200|Cigarettes|LUCKY STRIKE RED BX $1 OFF|1||4330010923|||
200|Cigarettes|LUCKY STRIKE RED BX $1.50 OFF CT|10||4330021121|||
200|Cigarettes|LUCKY STRIKE RED BX $1.50 OFF|1||4330021122|||
200|Cigarettes|LUCKY STRIKE RED KING CT|10||4330010918|||
200|Cigarettes|LUCKY STRIKE RED KING|||4330010917|||
200|Cigarettes|LUCKY STRIKE SILVER 100 CT|10||4330018736|||
200|Cigarettes|LUCKY STRIKE SILVER 100|||4330018735|||
200|Cigarettes|LUCKY STRIKE SILVER KING CT|10||4330018733|||
200|Cigarettes|LUCKY STRIKE SILVER KING|||4330018732|||
200|Cigarettes|MARLBORO 100 SP|||2820000362|||
200|Cigarettes|MARLBORO 72 BX|||2820000963|||
200|Cigarettes|MARLBORO 72 CT|10||2820019630|||
200|Cigarettes|MARLBORO 72 SILVER BX|||2820000386|||
200|Cigarettes|MARLBORO 72 SILVER CT|10||2820013860|||
200|Cigarettes|MARLBORO 83 BX CT|10||2820031851|||
200|Cigarettes|MARLBORO 83 BX|||2820031852|||
